Record_ID,Task,Concept,Fuel_type,Brand,Maximum_driving_range,Car_type,Price,Response
32.0,7,Option3,3,1,1,3,5,0
32.0,7,Option4,4,2,2,4,3,0
32.0,8,Option1,1,1,4,2,3,0
32.0,8,Option2,3,2,4,1,5,0
32.0,8,Option3,4,3,3,3,2,0
32.0,8,Option4,2,1,1,4,5,1
32.0,9,Option1,3,4,2,4,4,0
32.0,9,Option2,1,3,4,1,5,0
32.0,9,Option3,2,2,3,4,2,0
32.0,9,Option4,4,1,4,2,2,1
32.0,10,Option1,4,2,1,1,1,0
32.0,10,Option2,2,1,3,3,3,0
32.0,10,Option3,1,3,2,2,4,0
32.0,10,Option4,3,4,4,4,2,1
33.0,1,Option1,3,4,3,2,5,0
33.0,1,Option2,2,3,4,1,4,0
33.0,1,Option3,1,2,2,4,2,1
33.0,1,Option4,4,1,1,3,1,0
33.0,2,Option1,3,3,2,4,3,0
33.0,2,Option2,4,1,4,2,2,1
33.0,2,Option3,1,4,1,2,1,0
33.0,2,Option4,3,2,3,1,3,0
33.0,3,Option1,2,1,1,2,3,0
33.0,3,Option2,1,1,3,3,5,0
33.0,3,Option3,4,4,2,3,4,1
33.0,3,Option4,3,3,1,4,2,0
33.0,4,Option1,1,4,4,1,2,0
33.0,4,Option2,4,3,3,4,1,0
33.0,4,Option3,3,2,1,2,4,1
33.0,4,Option4,2,2,2,3,5,0
33.0,5,Option1,3,1,2,1,1,0
33.0,5,Option2,1,2,4,4,3,1
33.0,5,Option3,2,3,3,3,2,0
33.0,5,Option4,4,4,1,1,3,0
33.0,6,Option1,2,1,4,3,3,0
33.0,6,Option2,4,2,3,2,4,1
33.0,6,Option3,2,4,4,4,4,0
33.0,6,Option4,1,3,2,1,5,0
33.0,7,Option1,4,4,4,4,5,0
33.0,7,Option2,3,2,4,3,1,0
33.0,7,Option3,2,3,1,1,5,0
33.0,7,Option4,2,2,2,2,2,1
33.0,8,Option1,4,2,1,4,5,0
33.0,8,Option2,3,1,2,1,4,0
33.0,8,Option3,1,4,3,3,3,1
33.0,8,Option4,1,3,4,2,1,0
33.0,9,Option1,2,2,3,1,1,0
33.0,9,Option2,3,4,1,3,2,1
33.0,9,Option3,4,3,2,2,3,0
33.0,9,Option4,1,1,3,4,4,0
33.0,10,Option1,1,3,1,3,4,0
33.0,10,Option2,2,4,2,4,1,0
33.0,10,Option3,4,1,3,1,2,0
33.0,10,Option4,3,1,4,2,5,1
34.0,1,Option1,4,4,4,3,2,0
34.0,1,Option2,2,3,3,1,4,1
34.0,1,Option3,3,1,1,4,1,0
34.0,1,Option4,1,2,2,2,3,0
34.0,2,Option1,3,3,3,2,5,0
34.0,2,Option2,1,2,1,4,2,0
34.0,2,Option3,4,4,4,1,5,0
34.0,2,Option4,2,1,2,2,1,1
34.0,3,Option1,4,2,1,1,4,0
34.0,3,Option2,3,4,1,2,5,0
34.0,3,Option3,1,3,2,4,2,1
34.0,3,Option4,3,1,3,3,3,0
34.0,4,Option1,2,4,3,4,1,0
34.0,4,Option2,4,1,2,3,2,0
34.0,4,Option3,2,3,2,2,4,0
34.0,4,Option4,1,3,4,1,3,1
34.0,5,Option1,2,1,4,1,5,0
34.0,5,Option2,4,2,1,2,3,0
34.0,5,Option3,1,3,1,3,5,1
34.0,5,Option4,3,4,3,1,2,0
34.0,6,Option1,1,2,2,1,1,0
34.0,6,Option2,2,1,4,4,3,0
34.0,6,Option3,3,2,4,2,2,1
34.0,6,Option4,1,4,3,3,4,0
34.0,7,Option1,4,3,3,4,3,0
34.0,7,Option2,1,1,1,1,1,0
34.0,7,Option3,2,2,2,3,5,1
34.0,7,Option4,3,2,4,4,4,0
34.0,8,Option1,2,4,1,3,3,0
34.0,8,Option2,3,3,4,3,1,1
34.0,8,Option3,1,1,3,2,2,0
34.0,8,Option4,4,4,2,4,5,0
34.0,9,Option1,3,1,2,4,4,0
34.0,9,Option2,1,4,4,2,4,0
34.0,9,Option3,4,2,3,3,1,0
34.0,9,Option4,2,3,1,1,2,1
34.0,10,Option1,4,3,4,2,1,0
34.0,10,Option2,2,2,3,4,5,0
34.0,10,Option3,3,4,2,1,3,1
34.0,10,Option4,4,1,1,3,4,0
35.0,1,Option1,4,2,4,1,5,0
35.0,1,Option2,1,3,4,3,2,1
35.0,1,Option3,3,1,2,4,4,0
35.0,1,Option4,2,4,1,2,1,0
35.0,2,Option1,2,3,3,4,3,1
35.0,2,Option2,1,4,4,1,4,0
35.0,2,Option3,4,1,1,2,3,0
35.0,2,Option4,3,2,2,4,2,0
35.0,3,Option1,3,2,4,2,4,0
35.0,3,Option2,3,1,1,3,1,1
35.0,3,Option3,4,4,2,1,5,0
35.0,3,Option4,1,2,3,4,2,0
35.0,4,Option1,4,1,3,2,4,0
35.0,4,Option2,2,2,2,3,3,0
35.0,4,Option3,1,4,3,4,1,0
35.0,4,Option4,3,3,4,1,1,1
35.0,5,Option1,1,1,2,4,1,0
35.0,5,Option2,2,2,1,1,4,0
35.0,5,Option3,3,3,3,3,5,1
35.0,5,Option4,4,4,4,3,2,0
35.0,6,Option1,2,1,1,1,2,0
35.0,6,Option2,4,2,3,3,1,0
35.0,6,Option3,2,3,3,3,4,0
35.0,6,Option4,1,3,2,2,3,1
35.0,7,Option1,3,1,4,3,3,0
35.0,7,Option2,2,4,2,2,5,0
35.0,7,Option3,1,2,1,1,3,0
35.0,7,Option4,4,3,1,4,4,1
35.0,8,Option1,4,3,2,1,1,0
35.0,8,Option2,4,4,4,4,3,0
35.0,8,Option3,3,4,1,2,2,1
35.0,8,Option4,1,1,3,2,5,0
35.0,9,Option1,1,4,2,3,4,0
35.0,9,Option2,3,3,1,4,5,1
35.0,9,Option3,2,2,4,2,1,0
35.0,9,Option4,2,1,3,1,2,0
35.0,10,Option1,1,2,1,3,5,0
35.0,10,Option2,4,3,2,2,2,1
35.0,10,Option3,2,1,4,4,5,0
35.0,10,Option4,3,4,3,1,3,0
36.0,1,Option1,1,2,1,4,3,0
36.0,1,Option2,3,4,4,2,4,1
36.0,1,Option3,2,1,3,1,5,0
36.0,1,Option4,4,3,2,3,2,0
36.0,2,Option1,1,3,4,4,2,0
36.0,2,Option2,3,2,2,1,3,1
36.0,2,Option3,2,4,1,3,5,0
36.0,2,Option4,4,4,3,2,1,0
36.0,3,Option1,2,1,2,4,4,0
36.0,3,Option2,4,4,1,3,3,0
36.0,3,Option3,3,3,2,1,1,1
36.0,3,Option4,1,3,4,2,5,0
36.0,4,Option1,3,2,3,3,2,0
36.0,4,Option2,2,3,3,2,3,1
36.0,4,Option3,4,1,4,1,4,0
36.0,4,Option4,1,4,2,4,1,0
36.0,5,Option1,2,4,2,3,4,0
36.0,5,Option2,1,1,1,2,1,0
36.0,5,Option3,4,1,3,4,3,1
36.0,5,Option4,3,2,4,3,5,0
36.0,6,Option1,4,2,2,2,5,0
36.0,6,Option2,2,4,4,1,2,1
36.0,6,Option3,3,3,1,2,3,0
36.0,6,Option4,1,1,1,1,2,0
36.0,7,Option1,3,1,3,3,1,0
36.0,7,Option2,4,3,4,4,5,0
36.0,7,Option3,1,2,3,2,4,1
36.0,7,Option4,4,2,1,1,4,0
36.0,8,Option1,4,1,1,2,2,0
36.0,8,Option2,1,3,3,3,4,0
36.0,8,Option3,1,4,2,1,3,0
36.0,8,Option4,2,2,4,4,1,1
36.0,9,Option1,2,3,1,1,1,0
36.0,9,Option2,3,1,2,4,5,1
36.0,9,Option3,4,2,4,3,1,0
36.0,9,Option4,3,4,3,4,2,0
36.0,10,Option1,1,4,3,1,5,0
36.0,10,Option2,2,2,2,2,2,1
36.0,10,Option3,3,3,1,4,4,0
36.0,10,Option4,2,1,4,3,3,0
37.0,1,Option1,4,2,3,2,5,0
37.0,1,Option2,2,3,4,1,4,0
37.0,1,Option3,3,4,2,4,2,0
37.0,1,Option4,1,1,1,3,1,1
37.0,2,Option1,1,4,4,3,5,0
37.0,2,Option2,3,3,4,4,1,0
37.0,2,Option3,2,3,3,2,2,0
37.0,2,Option4,3,1,1,1,3,1
37.0,3,Option1,3,2,2,1,2,0
37.0,3,Option2,4,3,3,3,4,0
37.0,3,Option3,1,1,3,4,3,0
37.0,3,Option4,2,4,4,2,3,1
37.0,4,Option1,2,4,3,1,1,0
37.0,4,Option2,2,1,2,1,5,0
37.0,4,Option3,3,2,1,3,4,0
37.0,4,Option4,1,3,2,3,3,1
37.0,5,Option1,1,3,4,2,2,0
37.0,5,Option2,3,4,3,3,1,0
37.0,5,Option3,4,3,1,1,3,0
37.0,5,Option4,4,2,2,4,5,1
37.0,6,Option1,4,1,3,4,1,0
37.0,6,Option2,2,2,2,3,3,0
37.0,6,Option3,3,1,4,2,5,0
37.0,6,Option4,1,4,1,2,4,1
37.0,7,Option1,1,1,2,4,4,0
37.0,7,Option2,2,2,1,2,1,0
37.0,7,Option3,4,4,4,1,4,0
37.0,7,Option4,3,3,3,3,5,1
37.0,8,Option1,2,3,1,4,5,1
37.0,8,Option2,1,2,3,1,2,0
37.0,8,Option3,4,4,2,2,3,0
37.0,8,Option4,4,1,4,3,2,0
37.0,9,Option1,3,1,2,2,4,0
37.0,9,Option2,4,4,1,4,2,0
37.0,9,Option3,1,2,4,1,1,0
37.0,9,Option4,2,2,3,4,4,1
37.0,10,Option1,3,2,4,4,3,0
37.0,10,Option2,1,4,1,1,5,0
37.0,10,Option3,2,1,1,3,2,1
37.0,10,Option4,4,3,2,2,1,0
38.0,1,Option1,3,1,2,3,3,0
38.0,1,Option2,2,2,4,1,4,1
38.0,1,Option3,4,3,3,4,5,0
38.0,1,Option4,1,4,1,2,2,0
38.0,2,Option1,1,3,2,3,4,0
38.0,2,Option2,4,4,4,3,2,0
38.0,2,Option3,3,1,1,1,5,0
38.0,2,Option4,4,2,2,2,1,1
38.0,3,Option1,3,2,4,4,1,1
38.0,3,Option2,4,4,3,2,3,0
38.0,3,Option3,1,2,1,3,3,0
38.0,3,Option4,2,3,2,1,5,0
38.0,4,Option1,3,3,2,2,2,0
38.0,4,Option2,4,1,1,1,1,0
38.0,4,Option3,2,4,3,4,4,1
38.0,4,Option4,3,4,4,4,5,0
38.0,5,Option1,1,2,3,1,2,0
38.0,5,Option2,1,4,2,4,1,0
38.0,5,Option3,2,3,1,3,1,1
38.0,5,Option4,3,1,3,2,3,0
38.0,6,Option1,4,1,1,4,4,0
38.0,6,Option2,2,2,2,2,5,1
38.0,6,Option3,3,2,4,1,2,0
38.0,6,Option4,1,3,3,1,1,0
38.0,7,Option1,1,4,1,2,5,0
38.0,7,Option2,2,1,3,3,2,0
38.0,7,Option3,2,2,2,4,3,1
38.0,7,Option4,4,3,4,1,3,0
38.0,8,Option1,2,1,4,2,1,0
38.0,8,Option2,1,3,4,4,3,0
38.0,8,Option3,4,4,2,1,4,0
38.0,8,Option4,3,2,1,3,4,1
38.0,9,Option1,4,2,3,3,5,0
38.0,9,Option2,3,4,3,3,1,0
38.0,9,Option3,1,1,4,2,4,1
38.0,9,Option4,2,3,1,4,2,0
38.0,10,Option1,2,4,1,1,3,0
38.0,10,Option2,3,3,3,2,4,0
38.0,10,Option3,1,1,4,3,5,1
38.0,10,Option4,4,1,2,4,2,0
39.0,1,Option1,1,4,2,4,1,0
39.0,1,Option2,3,3,1,2,3,1
39.0,1,Option3,2,2,3,3,5,0
39.0,1,Option4,4,1,4,1,4,0
39.0,2,Option1,3,3,1,1,5,0
39.0,2,Option2,3,1,4,3,1,1
39.0,2,Option3,4,3,2,4,1,0
39.0,2,Option4,1,2,1,2,2,0
39.0,3,Option1,3,4,4,4,3,1
39.0,3,Option2,1,2,2,3,4,0
39.0,3,Option3,2,1,1,4,5,0
39.0,3,Option4,1,3,3,1,1,0
39.0,4,Option1,2,2,1,3,1,0
39.0,4,Option2,4,1,2,2,5,0
39.0,4,Option3,1,3,4,3,2,0
39.0,4,Option4,3,4,3,2,4,1
39.0,5,Option1,2,3,2,2,4,0
39.0,5,Option2,3,2,3,4,2,1
39.0,5,Option3,2,1,3,1,3,0
39.0,5,Option4,4,4,4,3,5,0
39.0,6,Option1,4,3,3,4,2,0
39.0,6,Option2,2,1,3,2,1,0
39.0,6,Option3,3,4,1,3,4,1
39.0,6,Option4,1,2,4,1,3,0
39.0,7,Option1,4,2,3,1,4,0
39.0,7,Option2,1,3,4,1,5,0
39.0,7,Option3,4,2,2,2,3,0
39.0,7,Option4,2,4,1,4,3,1
39.0,8,Option1,1,1,2,3,3,0
39.0,8,Option2,4,4,1,1,1,0
39.0,8,Option3,2,4,4,2,2,0
39.0,8,Option4,3,2,2,4,5,1
39.0,9,Option1,4,1,1,3,2,0
39.0,9,Option2,2,3,4,4,4,1
39.0,9,Option3,1,4,3,2,5,0
39.0,9,Option4,3,1,2,1,2,0
39.0,10,Option1,3,2,4,2,1,0
39.0,10,Option2,2,4,2,1,2,1
39.0,10,Option3,1,1,1,4,4,0
39.0,10,Option4,4,3,3,3,3,0
40.0,1,Option1,4,4,2,2,4,1
40.0,1,Option2,1,1,3,4,1,0
40.0,1,Option3,2,3,1,3,2,0
40.0,1,Option4,3,2,4,3,3,0
40.0,2,Option1,4,1,4,3,1,0
40.0,2,Option2,1,2,3,2,5,1
40.0,2,Option3,2,2,2,1,2,0
40.0,2,Option4,1,3,1,3,4,0
40.0,3,Option1,2,3,3,2,3,0
40.0,3,Option2,3,3,4,1,4,1
40.0,3,Option3,4,4,1,4,3,0
40.0,3,Option4,1,1,2,3,5,0
40.0,4,Option1,3,2,1,2,1,0
40.0,4,Option2,1,3,2,1,3,1
40.0,4,Option3,3,4,2,3,5,0
40.0,4,Option4,2,1,4,4,2,0
40.0,5,Option1,3,3,3,1,5,1
40.0,5,Option2,2,4,1,3,1,0
40.0,5,Option3,4,1,4,2,4,0
40.0,5,Option4,3,2,2,4,4,0
40.0,6,Option1,4,3,1,4,5,0
40.0,6,Option2,4,2,4,1,3,1
40.0,6,Option3,1,4,3,2,2,0
40.0,6,Option4,2,1,2,1,1,0
40.0,7,Option1,2,2,3,3,4,0
40.0,7,Option2,3,1,1,2,2,0
40.0,7,Option3,1,2,4,4,5,0
40.0,7,Option4,4,4,3,1,1,1
40.0,8,Option1,3,4,4,1,2,0
40.0,8,Option2,1,4,1,4,3,1
40.0,8,Option3,2,1,2,2,3,0
40.0,8,Option4,4,3,3,4,2,0
40.0,9,Option1,3,1,3,3,3,0
40.0,9,Option2,2,4,3,4,4,1
40.0,9,Option3,1,3,4,2,1,0
40.0,9,Option4,4,2,1,1,5,0
40.0,10,Option1,1,1,1,1,4,0
40.0,10,Option2,4,2,2,3,2,0
40.0,10,Option3,3,3,2,4,1,0
40.0,10,Option4,2,4,4,2,5,1
41.0,1,Option1,3,3,3,2,5,0
41.0,1,Option2,4,4,2,1,4,0
41.0,1,Option3,2,2,4,3,1,1
41.0,1,Option4,1,1,1,2,2,0
41.0,2,Option1,4,2,1,2,1,0
41.0,2,Option2,3,2,2,3,3,1
41.0,2,Option3,1,4,3,4,2,0
41.0,2,Option4,2,1,3,1,5,0
41.0,3,Option1,2,4,4,2,4,0
41.0,3,Option2,1,2,3,1,3,1
41.0,3,Option3,4,3,1,3,2,0
41.0,3,Option4,3,1,4,4,1,0
41.0,4,Option1,3,1,3,4,4,0
41.0,4,Option2,1,3,4,1,5,0
41.0,4,Option3,4,2,1,2,5,1
41.0,4,Option4,3,4,2,3,2,0
41.0,5,Option1,1,3,1,4,3,0
41.0,5,Option2,4,1,4,3,5,0
41.0,5,Option3,3,3,2,1,1,0
41.0,5,Option4,2,4,1,1,3,1
41.0,6,Option1,2,4,1,3,1,0
41.0,6,Option2,4,2,2,4,4,1
41.0,6,Option3,4,1,4,1,2,0
41.0,6,Option4,3,3,3,2,4,0
41.0,7,Option1,1,4,2,3,5,0
41.0,7,Option2,2,2,3,2,2,0
41.0,7,Option3,1,1,1,1,4,0
41.0,7,Option4,4,3,4,4,3,1
41.0,8,Option1,4,3,3,1,1,0
41.0,8,Option2,3,4,1,4,5,0
41.0,8,Option3,2,3,2,4,2,0
41.0,8,Option4,1,2,4,3,4,1
41.0,9,Option1,4,1,3,3,3,0
41.0,9,Option2,1,1,2,2,1,0
41.0,9,Option3,3,4,4,2,3,1
41.0,9,Option4,2,2,2,4,5,0
41.0,10,Option1,3,2,4,1,2,0
41.0,10,Option2,2,3,1,3,4,0
41.0,10,Option3,2,1,2,2,3,1
41.0,10,Option4,1,4,3,4,1,0
42.0,1,Option1,4,2,2,1,5,0
42.0,1,Option2,3,4,4,3,4,1
42.0,1,Option3,1,3,2,2,2,0
42.0,1,Option4,2,1,1,4,1,0
42.0,2,Option1,3,2,1,4,5,0
42.0,2,Option2,4,1,3,2,1,0
42.0,2,Option3,2,4,2,1,4,1
42.0,2,Option4,1,4,4,4,3,0
42.0,3,Option1,1,3,4,3,5,0
42.0,3,Option2,3,1,2,4,2,0
42.0,3,Option3,4,4,1,1,3,1
42.0,3,Option4,2,2,4,2,3,0
42.0,4,Option1,4,1,4,3,4,0
42.0,4,Option2,2,2,1,2,4,0
42.0,4,Option3,1,4,2,4,1,1
42.0,4,Option4,2,1,3,1,2,0
42.0,5,Option1,2,2,2,2,3,0
42.0,5,Option2,3,3,3,4,4,0
42.0,5,Option3,3,1,4,1,5,0
42.0,5,Option4,4,4,1,3,2,1
42.0,6,Option1,1,3,1,1,1,0
42.0,6,Option2,2,4,2,4,5,1
42.0,6,Option3,3,3,4,2,1,0
42.0,6,Option4,1,2,3,3,2,0
42.0,7,Option1,1,2,3,1,4,0
42.0,7,Option2,4,3,2,3,3,0
42.0,7,Option3,3,1,1,3,3,0
42.0,7,Option4,4,4,3,2,5,1
42.0,8,Option1,1,1,3,4,3,0
42.0,8,Option2,2,3,4,1,2,0
42.0,8,Option3,4,3,1,4,4,0
42.0,8,Option4,3,2,2,3,1,1
42.0,9,Option1,3,4,1,2,2,0
42.0,9,Option2,4,2,4,1,1,0
42.0,9,Option3,2,3,3,3,5,1
42.0,9,Option4,1,1,2,2,4,0
42.0,10,Option1,2,4,3,3,1,0
42.0,10,Option2,1,1,1,2,5,0
42.0,10,Option3,4,2,4,4,2,1
42.0,10,Option4,3,3,3,1,3,0
43.0,1,Option1,3,3,2,2,4,0
43.0,1,Option2,4,2,1,4,1,0
43.0,1,Option3,1,4,4,3,4,0
43.0,1,Option4,2,1,3,1,5,1
43.0,2,Option1,1,1,2,3,5,0
43.0,2,Option2,2,2,3,1,3,1
43.0,2,Option3,4,4,2,2,2,0
43.0,2,Option4,3,3,4,4,5,0
43.0,3,Option1,4,2,4,3,4,0
43.0,3,Option2,3,1,4,1,2,0
43.0,3,Option3,2,4,1,3,5,1
43.0,3,Option4,1,3,2,4,1,0
43.0,4,Option1,3,4,4,1,1,0
43.0,4,Option2,1,3,3,2,2,0
43.0,4,Option3,4,1,1,4,3,0
43.0,4,Option4,2,2,3,3,2,1
43.0,5,Option1,4,4,3,4,5,0
43.0,5,Option2,2,1,1,2,4,1
43.0,5,Option3,2,2,4,4,2,0
43.0,5,Option4,3,1,2,3,3,0
43.0,6,Option1,2,3,4,2,3,0
43.0,6,Option2,1,1,3,3,1,0
43.0,6,Option3,4,1,2,1,2,0
43.0,6,Option4,1,2,1,1,4,1
43.0,7,Option1,4,4,3,2,3,0
43.0,7,Option2,2,4,2,1,1,1
43.0,7,Option3,1,2,1,2,5,0
43.0,7,Option4,3,3,1,4,3,0
43.0,8,Option1,3,4,1,3,2,0
43.0,8,Option2,1,2,2,4,3,1
43.0,8,Option3,4,3,3,1,4,0
43.0,8,Option4,4,1,4,2,1,0
43.0,9,Option1,3,1,3,4,4,0
43.0,9,Option2,3,2,2,2,5,0
43.0,9,Option3,2,3,1,3,1,0
43.0,9,Option4,1,4,4,1,3,1
43.0,10,Option1,1,3,1,1,2,0
43.0,10,Option2,4,3,4,3,5,0
43.0,10,Option3,3,2,3,2,1,0
43.0,10,Option4,2,4,2,4,4,1
